l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
danielle	ADJ	danielle
noël	NOM	noël
à	PRP	à
woinville	NOM	woinville
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.33	NUM	@card@
.	SENT	.
84	NUM	@card@
et	KON	et
fax	NOM	fax
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.37	NUM	@card@
.	SENT	.
00	NUM	@card@
secrétariats	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
:	PUN	:
vigneulles	NOM	vigneulles
de	PRP	de
8	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
codecom	NOM	codecom
,	PUN	,
bureau	NOM	bureau
ouverts	VER:pper	ouvrir
de	PRP	de
10	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
14	NUM	@card@
à	PRP	à
16	NUM	@card@
h.	ABR	h.
maison	NOM	maison
de	PRP	de
la	DET:ART	le
sécu	NOM	sécu
:	PUN	:
point	NOM	point
d'	PRP	de
accueil	NOM	accueil
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
la	DET:ART	le
mairie	NOM	mairie
.	SENT	.
instance	NOM	instance
locale	ADJ	local
de	PRP	de
gérontologie	NOM	gérontologie
(	PUN	(
ilcg	NOM	ilcg
)	PUN	)
permanence	NOM	permanence
au	PRP:det	au
local	ADJ	local
admr	NOM	admr
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
16	NUM	@card@
h.	ABR	h.
beney	NOM	beney
:	PUN	:
secrétariat	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
de	PRP	de
16	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
déchetterie	NOM	déchetterie
cantonale	ADJ	cantonal
:	PUN	:
ouverture	NOM	ouverture
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h.	ABR	h.
danse	NOM	danse
avec	PRP	avec
les	DET:ART	le
«	PUN:cit	«
amis	NOM	ami
de	PRP	de
la	DET:ART	le
danse	NOM	danse
»	PUN:cit	»
à	PRP	à
la	DET:ART	le
salle	NOM	salle
saint-rémy	NOM	saint-rémy
de	PRP	de
10	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
pour	PRP	pour
les	DET:ART	le
petits	ADJ	petit
niveaux	NOM	niveau
1	NUM	@card@
et	KON	et
2	NUM	@card@
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
19	NUM	@card@
h	ABR	heure
classique	ADJ	classique
niveaux	NOM	niveau
1	NUM	@card@
2	NUM	@card@
et	KON	et
3	NUM	@card@
